,Age,DailyAchievement,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyAchievement,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyAchievement,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Incentive,RemoteWork
499,33,1277,15,1,2,56,3,3,3,13610,24619,7,6,2,4,0,15,2,4,7,6,7,7,680,4
500,30,852,10,3,3,72,2,2,3,6578,2706,1,12,2,1,1,10,3,3,10,3,1,4,0,3
501,36,1383,10,3,4,90,3,3,1,8321,25949,7,7,2,4,1,15,1,3,12,8,5,7,1248,1
502,44,1376,1,2,2,91,2,3,1,10482,2326,9,8,2,4,1,24,1,3,20,6,3,6,0,0
503,43,990,27,3,4,87,4,1,2,4876,5855,5,6,2,3,1,8,0,3,6,4,0,2,731,4
504,37,1372,1,3,4,42,3,1,4,2115,15881,1,6,2,2,0,17,3,3,17,12,5,7,317,4
505,44,1467,20,3,4,49,3,1,2,3420,21158,1,7,2,3,0,6,3,2,5,2,1,3,513,4
506,29,332,17,3,2,51,2,3,1,7988,9769,1,7,2,1,0,10,3,2,10,9,0,9,1198,2
507,35,1276,16,3,4,72,3,3,3,7632,14295,4,6,2,3,0,10,2,3,8,7,0,0,1144,3
508,42,335,23,2,4,37,2,2,3,4332,14811,1,6,2,4,0,20,2,3,20,9,3,7,649,4
509,48,1224,10,3,4,91,2,5,2,19665,13583,4,6,2,4,0,29,3,3,22,10,12,9,0,3
510,42,1265,3,3,3,95,4,2,4,5231,23726,2,7,2,2,1,17,1,2,5,3,1,3,784,3
511,39,105,9,3,4,87,3,5,4,19431,15302,2,7,2,3,0,21,3,2,6,0,1,3,0,4
512,29,738,9,5,2,30,2,1,4,3983,7621,0,11,2,3,0,4,2,3,3,2,2,2,597,3
513,20,769,9,3,4,54,3,1,4,2323,17205,1,8,2,2,0,2,3,3,2,2,0,2,116,4
514,31,793,20,3,3,67,4,1,4,2791,21981,0,6,2,1,1,3,4,3,2,2,2,2,418,4
515,37,1107,14,3,4,95,3,1,1,3034,26914,1,6,2,3,1,18,2,2,18,7,12,17,455,1
516,33,750,22,2,3,95,3,2,2,6146,15480,0,7,2,1,1,8,2,4,7,7,0,7,921,3
517,41,906,5,2,1,95,2,1,1,2107,20293,6,11,2,1,1,5,2,1,1,0,0,0,105,1
518,31,561,3,3,4,33,3,1,3,4084,4156,1,6,2,1,0,7,2,1,7,2,7,7,72,2
519,23,1309,26,1,3,83,3,1,4,2904,16092,1,6,2,3,2,4,2,2,4,2,0,2,435,5
520,37,1239,8,2,3,89,3,2,2,4071,12832,2,7,2,3,0,19,4,2,10,0,4,7,610,3
521,32,929,10,3,4,55,3,2,4,5396,21703,1,6,2,4,0,10,2,2,10,7,0,8,809,4
522,46,1319,3,3,1,45,4,4,1,13225,7739,2,6,2,4,1,25,5,3,19,17,2,8,0,1
523,35,556,23,2,2,50,2,2,3,5916,15497,3,7,2,1,0,8,1,3,1,0,0,1,295,5
524,35,1258,1,4,4,40,4,1,3,2506,13301,3,7,2,3,0,7,0,3,2,2,2,2,375,2
525,47,207,9,4,2,64,3,1,3,2105,5411,4,6,2,3,0,7,2,3,2,2,2,0,315,3
526,34,426,10,4,3,42,4,2,4,4724,17000,1,7,2,1,1,9,3,3,9,7,7,2,708,4
527,26,1357,25,3,1,48,1,1,3,2293,10558,1,6,2,3,0,1,2,2,1,0,0,1,114,4
528,54,1217,2,4,1,60,3,3,3,13549,24001,9,6,2,1,1,16,5,1,4,3,0,3,2032,1
529,24,567,2,1,1,32,3,1,4,3760,17218,1,7,2,3,0,6,2,3,6,3,1,3,564,2
530,27,1103,14,3,1,42,3,1,1,2235,14377,1,8,2,4,2,9,3,2,9,7,6,8,335,3
531,26,1283,1,3,3,52,2,2,1,4294,11148,1,6,2,2,0,7,2,3,7,7,0,7,644,2
532,29,337,14,1,3,84,3,3,4,7553,22930,0,6,2,1,0,9,1,3,8,7,7,7,377,4
533,42,916,17,2,4,82,4,2,1,6545,23016,3,7,2,3,0,10,1,3,3,2,0,2,981,3
534,28,193,2,3,4,52,2,1,4,3867,14222,1,6,2,2,1,2,2,3,2,2,2,2,580,3
535,28,1300,17,2,3,79,3,2,1,4558,13535,1,6,2,4,1,10,2,3,10,0,1,8,683,2
536,29,1378,13,2,4,46,2,2,2,4025,23679,4,7,2,1,1,10,2,3,4,3,0,3,603,3
537,47,719,27,2,2,77,4,2,3,6397,10339,4,6,2,4,0,8,2,3,5,4,1,3,319,0
538,45,1297,1,4,2,44,3,2,3,5399,14511,4,6,2,3,0,12,3,3,4,2,0,3,809,2
539,32,859,4,3,3,98,2,2,3,6162,19124,1,6,2,3,1,14,3,3,14,13,6,8,924,3
540,39,1162,3,2,4,41,3,2,3,5238,17778,4,12,2,1,0,12,3,2,1,0,0,0,261,2
541,55,135,18,4,3,62,3,2,2,6385,12992,3,8,2,4,2,17,3,3,8,7,6,7,957,4
542,45,1448,29,3,2,55,3,3,4,9380,14720,4,12,2,4,2,10,4,4,3,1,1,2,1407,4
543,38,688,23,4,4,82,3,2,4,5745,18899,9,8,2,2,1,10,2,3,2,2,1,2,861,5
544,30,1339,5,3,2,41,3,3,4,9419,8053,2,6,2,3,1,12,2,3,10,9,7,4,0,3
545,35,682,18,4,2,71,3,2,1,5561,15975,0,10,2,4,1,6,2,1,5,3,0,4,834,2
546,30,852,1,1,4,55,2,2,4,5126,15998,1,6,2,3,2,10,1,2,10,8,3,0,768,2
547,35,1296,5,4,3,62,3,3,2,8095,18264,0,7,2,4,0,17,5,3,16,6,0,13,1214,2
548,58,286,2,4,4,31,3,5,2,19246,25761,7,6,2,4,0,40,2,3,31,15,13,8,962,2
549,29,1086,7,1,1,62,2,1,4,2532,6054,6,8,2,3,3,8,5,3,4,3,0,3,379,3
550,35,1097,11,2,3,79,2,3,1,9884,8302,2,7,2,3,1,10,3,3,4,0,2,3,0,3
551,37,1225,10,2,4,80,4,1,4,4680,15232,3,11,2,1,0,4,2,3,1,0,0,0,702,4
552,35,727,3,3,3,41,2,1,3,1281,16900,1,12,2,3,2,1,3,3,1,0,0,0,192,3
553,45,1052,6,3,4,57,2,3,4,8865,16840,6,6,2,4,0,23,2,3,19,7,12,8,1329,4
554,30,153,8,2,2,73,4,3,1,11416,17802,0,6,2,3,3,9,4,2,8,7,1,7,1712,2
555,26,683,2,1,1,36,2,1,4,3904,4050,0,6,2,4,0,5,2,3,4,3,1,1,146,3
556,38,1336,2,3,1,100,3,1,2,2592,7129,5,7,2,4,3,13,3,3,11,10,3,8,388,1
557,50,145,1,3,4,95,3,2,3,6347,24920,0,6,2,1,1,19,3,3,18,7,0,13,952,1
558,39,1387,10,5,2,76,3,2,1,5377,3835,2,7,2,4,3,10,3,3,7,7,7,7,0,2
559,33,931,14,3,4,72,3,1,2,2756,4673,1,7,2,4,1,8,5,3,8,7,1,6,413,1
560,35,464,4,2,3,75,3,1,4,1951,10910,1,6,2,3,1,1,3,3,1,0,0,0,292,3
561,28,1083,29,1,3,96,1,2,2,6549,3173,1,8,2,2,2,8,2,2,8,6,1,7,0,4
562,24,830,13,2,4,78,3,1,2,2033,7103,1,7,2,3,1,1,2,3,1,0,0,0,304,3
563,43,1372,9,3,1,85,1,2,3,5346,9489,8,7,2,2,0,7,2,2,4,3,1,3,267,3
564,54,142,26,3,4,30,4,4,4,17328,13871,2,6,2,3,0,23,3,3,5,3,4,4,0,4
565,33,1242,8,4,1,46,3,2,1,6392,10589,2,7,2,4,1,8,6,1,2,2,2,2,958,1
566,52,956,6,2,4,78,3,2,1,5577,22087,3,6,2,2,2,18,3,3,10,9,6,9,836,2
567,48,117,22,3,4,58,3,4,4,17174,2437,3,5,2,2,1,24,3,3,22,17,4,7,0,4
568,36,506,3,3,3,30,3,2,2,4485,26285,4,6,2,4,0,10,2,3,8,0,7,7,672,2
569,50,1046,10,3,4,100,2,3,4,10496,2755,6,9,2,4,0,20,2,3,4,3,1,3,0,3
570,26,991,6,3,3,71,3,1,4,2659,17759,1,7,2,3,1,3,2,3,3,2,0,2,398,4
571,25,383,9,2,1,68,2,1,1,4400,15182,3,6,2,1,0,6,2,3,3,2,2,2,220,3
572,27,210,1,1,3,73,3,2,2,6349,22107,0,7,2,4,1,6,0,3,5,4,1,4,952,2
573,47,217,3,3,4,49,3,4,3,13770,10225,9,6,2,4,2,28,2,2,22,2,11,13,0,3
574,37,889,9,3,2,53,3,1,4,2326,11411,1,6,2,3,3,4,3,2,4,2,1,2,348,3
575,34,511,3,2,4,32,1,2,4,6029,25353,5,6,2,1,0,6,3,3,2,2,2,2,904,3
576,31,523,2,3,2,94,3,1,4,3722,21081,6,7,2,3,1,7,2,1,2,2,2,2,186,2
577,42,1128,13,3,2,95,4,2,1,5538,5696,5,12,2,3,2,10,2,2,0,0,0,0,158,2
578,42,647,4,4,2,45,3,2,1,5155,2253,7,7,2,4,0,9,3,4,6,4,1,5,0,1
579,31,715,2,4,4,54,3,2,1,5332,21602,7,7,2,4,0,10,3,3,5,2,0,3,799,1
580,28,1366,24,2,2,72,2,3,1,8722,12355,1,6,2,1,0,10,2,2,10,7,1,9,436,4
581,36,688,4,2,4,97,3,2,2,5131,9192,7,7,2,2,3,18,3,3,4,2,0,2,769,2
582,36,469,3,3,3,46,3,1,2,3692,9256,1,6,2,3,0,12,2,2,11,10,0,7,553,2
583,32,1062,2,3,3,75,3,1,2,2370,3956,1,7,2,3,1,8,4,3,8,0,0,7,355,3
584,46,488,2,3,3,75,1,4,2,16872,14977,3,6,2,2,1,28,2,2,7,7,7,7,0,1
585,36,1120,11,4,2,100,2,2,4,6652,14369,4,7,2,1,1,8,2,2,6,3,0,0,997,3
586,48,817,2,1,2,56,4,2,2,8120,18597,3,6,2,4,0,12,3,3,2,2,2,2,1218,2
587,29,1401,6,1,2,54,3,1,4,3131,26342,1,7,2,1,1,10,5,3,10,8,0,8,469,3
588,26,1146,8,3,4,38,2,2,1,5326,3064,6,11,2,3,0,6,2,2,4,3,1,2,0,1
589,29,350,13,3,1,56,2,1,1,2335,3157,4,9,2,4,3,4,3,3,2,2,2,0,116,2
590,27,1377,11,1,2,91,3,1,1,2099,7679,0,8,2,2,0,6,3,4,5,0,1,4,314,3
591,27,591,2,1,1,40,3,1,2,3468,16632,9,6,2,4,1,6,3,3,2,2,2,2,520,2
592,42,265,5,2,4,90,3,5,3,18303,7770,6,7,2,2,0,21,3,4,1,0,0,0,0,2
593,32,238,5,2,1,47,4,1,3,2432,15318,3,8,2,1,0,8,2,3,4,1,0,3,121,2
594,40,1322,2,4,3,52,2,1,3,2809,2725,2,8,2,4,0,8,2,3,2,2,2,2,0,3
595,34,678,19,3,2,35,2,1,4,2929,20338,1,6,2,2,0,10,3,3,10,9,8,7,439,4
596,40,658,10,4,1,67,2,3,2,9705,20652,2,6,2,2,1,11,2,2,1,0,0,0,1455,2
597,30,740,1,3,2,64,2,2,1,9714,5323,1,5,2,4,1,10,4,3,10,8,6,7,0,1
598,37,446,1,4,2,65,3,2,2,6447,15701,6,6,2,2,1,8,2,2,6,5,4,3,967,1
599,46,1009,2,3,1,51,3,4,3,17861,2288,6,7,2,3,0,26,2,1,3,2,0,1,0,3
600,34,258,21,4,4,74,4,2,4,5337,19921,1,6,2,4,0,10,3,3,10,7,5,7,800,4
601,44,111,17,3,4,74,1,1,3,2290,4279,2,7,2,4,0,6,3,3,0,0,0,0,343,5
602,30,241,7,3,2,48,2,1,2,2141,5348,1,6,2,2,1,6,3,2,6,4,1,1,321,2
603,35,287,1,4,3,62,1,1,4,2977,8952,1,6,2,4,1,4,5,3,4,3,1,1,446,2
604,29,592,7,3,4,59,3,1,1,2062,19384,3,8,2,2,0,11,2,3,3,2,1,2,309,3
605,43,415,25,3,3,79,2,3,4,10798,5268,5,7,2,3,1,18,5,3,1,0,0,0,0,5
606,43,343,9,3,1,52,3,1,3,2438,24978,4,7,2,3,0,7,2,2,3,2,1,2,365,2
607,56,718,4,4,4,92,3,5,1,19943,18575,4,7,2,4,1,28,2,3,5,2,4,2,0,3
608,41,509,7,2,2,43,4,1,3,3376,18863,1,7,2,3,0,10,3,3,10,6,0,8,506,2
609,43,1001,9,5,4,72,3,2,3,5679,19627,3,7,2,2,1,10,3,3,8,7,4,7,851,3
610,33,575,25,3,4,44,2,2,2,4320,24152,1,7,2,4,0,5,2,3,5,3,0,2,648,4
611,29,1010,1,3,1,97,3,1,4,3760,5598,1,9,2,1,3,3,5,3,3,2,1,2,564,2
612,44,429,1,2,3,99,3,1,2,2342,11092,1,6,2,3,3,6,2,2,5,3,2,3,117,1
613,26,482,1,2,2,90,2,1,3,2933,14908,1,7,2,3,1,1,3,2,1,0,1,0,439,1
614,52,258,8,4,3,54,3,1,1,2950,17363,9,7,2,3,0,12,2,1,5,4,0,4,442,3
615,41,256,10,2,3,40,1,2,2,6151,22074,1,7,2,1,0,19,4,3,19,2,11,9,922,3
616,42,495,2,1,3,37,3,4,3,17861,26582,0,7,2,4,0,21,3,2,20,8,2,10,2679,3
617,36,1223,8,3,3,59,3,3,3,10096,8202,1,7,2,2,3,17,2,3,17,14,12,8,0,2
618,53,124,2,3,3,38,2,3,2,7525,23537,2,6,2,1,1,30,2,3,15,7,6,12,1128,2
619,23,650,9,1,2,37,3,1,1,2500,4344,1,8,2,4,1,5,2,4,4,3,0,2,375,2
620,45,954,2,2,2,46,1,2,3,6632,12388,0,7,2,1,0,9,3,3,8,7,3,1,994,2
621,45,538,1,4,1,66,3,3,2,7441,20933,1,6,2,1,3,10,4,3,10,8,7,7,1116,0
622,34,1362,19,3,1,67,4,2,4,5304,4652,8,7,2,2,0,9,3,2,5,2,0,4,0,4
623,18,1306,5,3,2,69,3,1,2,1878,8059,1,8,2,4,0,0,3,3,0,0,0,0,93,2
624,58,147,23,4,4,94,3,3,4,10312,3465,1,6,2,4,1,40,3,2,40,10,15,6,0,3
625,45,930,9,3,4,74,3,3,1,10761,19239,4,6,2,3,1,18,2,3,5,4,0,2,1614,1
626,55,1136,1,4,2,81,4,4,4,14732,12414,2,7,2,4,2,31,4,4,7,7,0,0,0,3
627,29,657,27,3,2,66,3,2,3,4335,25549,4,6,2,1,1,11,3,2,8,7,1,1,650,5
628,36,917,6,4,3,60,1,1,3,2741,6865,1,8,2,3,1,7,4,3,7,7,1,7,411,1
629,25,180,2,1,1,65,4,1,1,3424,21632,7,7,2,3,0,6,3,2,4,3,0,1,513,0
630,28,1179,19,4,4,78,2,1,1,3196,12449,1,6,2,3,3,6,2,3,6,5,3,3,479,2
631,32,414,2,4,3,82,2,2,2,9907,26186,7,6,2,3,0,7,3,2,2,2,2,2,495,3
632,45,1234,11,2,4,90,3,4,4,17650,5404,3,7,2,2,1,26,4,4,9,3,1,1,0,3
633,30,570,5,3,4,30,2,2,3,6118,5431,1,7,2,3,3,10,2,3,10,9,1,2,0,3
634,40,523,2,3,3,98,3,2,4,4661,22455,1,7,2,3,0,9,4,3,9,8,8,8,699,2
635,35,809,16,3,1,84,4,1,2,2426,16479,0,7,2,3,1,6,5,3,5,4,0,3,363,3
636,46,406,3,1,1,52,3,4,3,17465,15596,3,6,2,4,1,23,3,3,12,9,4,9,0,3
637,33,392,2,4,4,93,3,2,4,5505,3921,1,8,2,3,2,6,5,3,6,2,0,4,0,3
638,39,116,24,1,1,52,3,2,4,4108,5340,7,7,2,1,0,18,2,3,7,7,1,7,616,4
639,41,314,1,3,4,59,2,5,3,19189,19562,1,6,2,2,1,22,3,3,22,7,2,10,373,3
640,29,896,18,1,3,86,2,1,4,2389,14961,1,7,2,3,0,4,3,2,4,3,0,1,119,0
641,31,202,8,3,1,34,2,1,2,1261,22262,1,6,2,3,0,1,3,4,1,0,0,0,63,2
642,33,527,1,4,4,63,3,1,4,2686,5207,1,7,2,3,0,10,2,2,10,9,7,8,134,1
643,34,254,1,2,2,83,2,1,4,3622,22794,1,7,2,4,1,6,3,3,6,5,1,3,543,2
644,45,252,2,3,2,95,2,1,3,2274,6153,1,8,2,4,0,1,3,3,1,0,0,0,341,2
645,39,1498,21,4,1,44,2,2,4,6120,3567,3,6,2,4,2,8,2,4,5,4,1,4,0,5
646,31,471,4,3,1,62,4,1,3,3978,16031,8,6,2,2,1,4,0,2,2,2,2,2,596,3
647,45,1316,29,3,3,83,3,1,4,3452,9752,5,7,2,2,0,9,2,2,6,5,0,3,517,5
648,33,430,7,3,4,54,3,2,1,4373,17456,0,8,2,1,2,5,2,3,4,3,0,3,655,1
649,24,1287,7,3,1,55,3,1,3,2886,14168,1,10,2,4,1,6,4,3,6,3,1,2,144,3
650,19,265,25,3,2,57,4,1,4,2994,21221,1,6,2,4,0,1,2,3,1,0,0,1,449,4
651,42,1396,6,3,3,83,3,3,1,13348,14842,9,7,2,2,1,18,3,4,13,7,5,7,1494,1
652,36,1299,27,3,3,94,3,2,3,5237,16577,6,7,2,2,2,17,3,2,7,7,7,7,785,5
653,29,992,1,3,3,85,3,1,3,2058,19757,0,8,2,4,0,7,1,2,6,2,1,5,102,1
654,36,1456,13,5,2,96,2,2,1,6134,8658,5,7,2,2,3,16,3,3,2,2,2,2,306,2
655,47,465,1,3,1,74,3,1,4,3420,10205,7,6,2,3,1,17,2,2,6,5,1,2,513,2
656,35,664,1,3,2,79,3,1,1,2194,5868,4,7,2,4,1,5,2,2,3,2,1,2,329,1
657,47,1001,4,3,3,92,2,3,2,10333,19271,8,6,2,3,1,28,4,3,22,11,14,10,1549,2
658,30,853,7,4,3,49,3,2,3,3491,11309,1,7,2,1,3,10,4,2,10,7,8,9,523,3
659,43,1179,2,3,4,73,3,2,4,7847,6069,1,11,2,1,1,10,3,3,10,9,8,8,0,4
660,25,772,2,1,4,77,4,2,3,5206,4973,1,11,2,3,2,7,6,3,7,7,0,7,0,3
661,24,984,17,2,4,97,3,1,2,2210,3372,1,7,2,1,1,1,3,1,1,0,0,0,110,0
662,19,419,21,3,4,37,2,1,2,2121,9947,1,7,2,2,0,1,3,4,1,0,0,0,106,0
663,36,1229,8,4,1,84,3,2,4,5079,25952,4,7,2,4,2,12,3,3,7,7,0,7,761,4
664,46,705,2,4,2,83,3,5,1,18947,22822,3,6,2,4,0,22,2,2,2,2,2,1,2842,2
665,43,422,1,3,4,33,3,2,4,5562,21782,4,7,2,2,1,12,2,2,5,2,2,2,834,3
666,32,1474,11,4,4,60,4,2,3,4707,23914,8,6,2,4,0,6,2,3,4,2,1,2,235,4
667,23,160,4,1,3,51,3,1,2,3295,12862,1,7,2,3,0,3,3,1,3,2,1,2,494,2
668,29,806,7,3,2,39,3,1,3,3339,17285,3,7,2,1,2,10,2,3,7,7,7,7,166,2
669,53,1376,2,2,3,45,3,4,3,14852,13938,6,7,2,3,1,22,3,4,17,13,15,2,0,2
670,45,1050,9,4,2,65,2,2,3,5593,17970,1,7,2,4,1,15,2,3,15,10,4,12,838,3
671,22,581,1,2,4,63,3,1,3,3375,17624,0,6,2,4,0,4,2,4,3,2,1,2,506,2
672,32,862,2,1,3,76,3,1,1,2827,14947,1,6,2,3,3,1,3,3,1,0,0,0,424,2
673,46,991,1,2,4,44,3,1,1,3423,22957,6,6,2,3,0,10,3,4,7,6,5,7,513,2
674,32,1005,2,2,4,79,3,1,4,3068,11864,0,7,2,3,0,8,2,2,7,7,3,6,460,3
675,40,1329,7,3,1,73,3,1,1,2166,3339,3,8,2,2,0,10,3,1,4,2,0,3,108,2
676,58,682,10,4,4,37,3,4,3,13872,24409,0,7,2,3,0,38,1,2,37,10,1,8,2080,2
677,43,244,2,3,2,97,3,1,4,3539,5033,0,7,2,2,0,10,5,3,9,7,1,8,530,2
678,30,1138,6,3,1,48,2,2,4,4627,23631,0,6,2,1,1,10,6,3,9,2,6,7,694,3
679,55,1441,22,3,1,94,2,1,2,3537,23737,5,6,2,4,1,8,1,3,4,2,1,2,530,4
680,44,625,4,3,4,50,3,2,2,5933,5197,9,6,2,4,0,10,2,2,5,2,2,3,0,2
681,41,509,2,4,1,62,2,2,3,6811,2112,2,11,2,1,0,10,3,3,8,7,0,7,0,2
682,34,470,2,4,4,84,2,2,1,5957,23687,6,7,2,2,1,13,3,3,11,9,5,9,893,1
683,35,195,1,3,1,80,3,2,3,4859,6698,1,10,2,4,0,5,3,3,5,4,0,3,728,1
684,22,253,11,3,1,43,3,1,2,2244,24440,1,7,2,4,1,2,1,3,2,1,1,2,336,1
685,40,575,22,2,3,68,2,2,3,6380,6110,2,6,2,1,2,8,6,3,6,4,1,0,0,3
686,55,725,2,3,4,78,3,5,1,19859,21199,5,7,2,4,1,24,2,3,5,2,1,4,992,2
687,29,441,8,1,3,39,1,2,1,9715,7288,3,7,2,3,1,9,3,3,7,7,0,7,0,2
688,26,921,1,1,1,66,2,1,3,2007,25265,1,7,2,3,2,5,5,3,5,3,1,3,301,2
689,35,660,7,1,4,76,3,1,3,2404,16192,1,7,2,1,1,1,3,3,1,0,0,0,360,2
690,40,896,2,3,3,68,3,1,3,2345,8045,2,8,2,3,1,8,3,4,3,1,1,2,351,2
691,21,1334,10,3,3,36,2,1,1,1416,17258,1,7,2,1,0,1,6,2,1,0,1,0,70,1
692,31,192,2,4,3,32,3,1,4,2695,7747,0,12,2,2,1,3,2,1,2,2,2,2,404,3
693,55,1311,2,3,3,97,3,4,4,16659,23258,2,7,2,3,0,30,2,3,5,4,1,2,2498,3
694,40,884,15,3,1,80,2,3,3,10435,25800,1,7,2,4,2,18,2,3,18,15,14,12,1565,3
695,33,147,2,3,2,99,3,1,3,3600,8429,1,7,2,4,1,5,2,3,5,4,1,4,540,2
696,36,164,2,2,2,61,2,3,3,7596,3809,1,7,2,2,2,10,2,3,10,9,9,0,0,2
697,42,933,29,3,2,98,3,2,2,4434,11806,1,7,2,4,1,10,3,2,9,8,7,8,665,4
698,38,594,2,2,3,75,2,1,2,2468,15963,4,8,2,2,1,9,4,2,6,1,0,5,370,2
699,26,496,11,2,1,60,3,2,1,4741,22722,1,7,2,3,1,5,3,3,5,3,3,3,711,1
700,35,670,10,4,1,51,3,2,3,6142,4223,3,10,2,3,0,10,4,3,5,2,0,4,0,3
701,31,979,1,4,3,90,1,2,3,4345,4381,0,6,2,4,1,6,2,3,5,4,1,4,36,2
702,36,329,2,3,4,96,3,1,3,2543,11868,4,7,2,2,1,6,3,3,2,2,2,2,381,3
703,44,489,23,3,2,67,3,2,2,2042,25043,4,6,2,3,1,17,3,4,3,2,1,2,306,3
704,33,1216,8,4,3,39,3,2,3,7104,20431,0,6,2,4,0,6,3,3,5,0,1,2,1065,2
705,33,589,28,4,2,79,3,2,3,5207,22949,1,6,2,2,1,15,3,3,15,14,5,7,781,3
706,35,1370,27,4,4,49,3,2,3,6883,5151,2,10,2,2,1,17,3,3,7,7,0,7,0,3
707,31,828,2,1,2,77,3,2,4,6582,8346,4,7,2,3,0,10,2,4,6,5,0,5,987,3
708,26,342,2,3,1,57,3,1,1,2042,15346,6,8,2,2,1,6,2,3,3,2,1,2,102,1
709,33,117,9,3,1,60,3,1,4,2781,6311,0,7,2,2,1,15,5,3,14,10,4,10,417,5
710,35,817,1,3,4,60,2,2,4,5363,10846,0,6,2,2,1,10,0,3,9,7,0,0,804,3
711,32,1318,10,4,4,79,3,2,4,4648,26075,8,7,2,3,0,4,2,4,0,0,0,0,697,3
712,35,104,2,3,1,69,3,1,1,2074,26619,1,6,2,4,1,1,2,3,1,0,0,0,103,1
713,34,401,1,3,4,86,2,1,2,3294,3708,5,11,2,1,1,7,2,2,5,4,0,2,414,2
714,28,1434,5,4,3,50,3,1,3,3441,11179,1,7,2,3,0,2,3,2,2,2,2,2,172,2
715,31,741,2,4,2,69,3,1,3,3477,18103,1,8,2,4,1,6,2,4,5,2,0,3,521,2
716,26,1066,2,2,4,32,4,2,4,5472,3334,1,6,2,2,0,8,2,3,8,7,1,3,0,3
717,38,1035,3,4,2,42,3,2,4,6861,4981,8,6,2,3,0,19,1,3,1,0,0,0,0,3
718,29,408,23,1,4,45,2,3,1,7336,11162,1,7,2,1,1,11,3,1,11,8,3,10,366,4
719,18,812,10,3,4,69,2,1,3,1200,9724,1,6,2,1,0,0,2,3,0,0,0,0,180,3
720,55,478,2,3,3,60,2,5,1,19038,19805,8,6,2,2,3,34,2,3,1,0,0,0,767,0
721,45,805,4,2,3,57,3,2,2,4447,23163,1,6,2,2,0,9,5,2,9,7,0,8,667,1
722,36,711,5,4,2,42,3,3,1,8008,22792,4,6,2,3,2,9,6,3,3,2,0,2,1201,0
723,40,905,19,2,3,99,3,2,4,2741,16523,8,9,2,3,1,15,2,4,7,2,3,7,411,4
724,39,945,22,3,4,82,3,3,1,10880,5083,1,7,2,3,0,21,2,3,21,6,2,8,0,3
725,34,1303,2,4,4,62,2,1,3,2768,8416,3,6,2,3,1,14,3,3,7,3,5,7,415,2
726,38,1404,1,3,1,59,2,1,1,2858,11473,4,8,2,1,0,20,3,2,1,0,0,0,428,1
727,36,635,10,4,2,32,3,3,4,9980,15318,1,8,2,4,0,10,3,2,10,3,9,7,1497,4
728,31,667,1,4,2,50,1,1,3,1359,16154,1,6,2,2,0,1,3,3,1,0,0,0,67,1
729,58,848,23,4,1,88,3,1,3,2372,26076,1,6,2,4,2,2,3,3,2,2,2,2,355,4
730,36,1041,13,3,3,36,3,1,2,2143,25527,4,7,2,2,1,8,2,3,5,2,0,4,321,4
731,24,506,29,1,2,91,3,1,1,3907,3622,1,7,2,2,3,6,2,4,6,2,1,2,0,3
732,48,1108,15,4,3,65,3,1,1,2367,16530,8,6,2,4,1,10,3,2,8,2,7,6,355,2
733,52,715,19,4,4,41,3,1,4,4258,26589,0,12,2,1,1,5,3,3,4,3,1,2,638,5
734,24,771,1,2,2,45,2,2,3,4617,14120,1,6,2,2,0,4,2,2,4,3,1,2,692,2
735,33,813,14,3,3,58,3,1,4,2436,22149,5,7,2,3,1,8,2,1,5,4,0,4,121,3
736,40,750,12,3,2,47,3,2,1,4448,10748,2,6,2,2,1,15,3,3,7,4,7,7,667,3
737,32,646,9,4,1,92,3,2,4,6322,18089,1,6,2,4,1,6,2,2,6,4,0,5,948,2
738,32,1316,2,2,4,38,3,2,3,4998,2338,4,8,2,4,0,10,2,3,8,7,0,7,0,2
739,37,1305,10,4,3,49,3,2,2,4197,21123,2,6,2,4,0,18,2,2,1,0,0,1,629,2
740,43,1273,2,2,4,72,4,1,3,2645,21923,1,6,2,4,2,6,3,2,5,3,1,4,396,3
741,45,248,23,2,4,42,3,2,1,3633,14039,1,9,2,3,1,9,2,3,9,8,0,8,544,3
742,31,691,7,3,4,73,3,2,4,7547,7143,4,6,2,4,3,13,3,3,7,7,1,7,0,2
743,29,1404,20,3,3,84,3,1,4,2157,18203,1,9,2,2,1,3,5,3,3,1,0,2,323,5
744,31,534,20,3,1,66,3,3,3,9824,22908,3,6,2,1,0,12,2,3,1,0,0,0,491,3
745,27,1297,5,2,4,53,3,1,4,2379,19826,0,8,2,3,0,6,3,2,5,4,0,2,356,1
746,29,574,20,1,4,40,3,1,4,3812,7003,1,7,2,2,0,11,3,4,11,8,3,10,571,5
747,35,636,4,4,4,47,2,1,4,2376,26537,1,7,2,2,1,2,2,4,2,2,2,2,356,3
748,42,419,12,4,2,77,3,2,4,5087,2900,3,6,2,3,2,14,4,3,0,0,0,0,0,2
749,38,152,10,3,3,85,3,2,4,5666,19899,1,7,2,2,0,6,1,3,5,3,1,3,849,4
750,42,481,12,3,3,44,3,4,1,13758,2447,0,6,2,2,0,22,2,2,21,9,13,14,0,3
751,30,413,7,1,4,57,3,1,2,2983,18398,0,8,2,1,0,4,3,3,3,2,1,2,447,3
