,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,HowToEmploy
599,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,intern
600,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
601,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,agent_C
602,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,agent_C
603,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
604,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,agent_C
605,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,New_graduate_recruitment
606,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
607,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Divorced,No,New_graduate_recruitment
608,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,New_graduate_recruitment
609,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,New_graduate_recruitment
610,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,agent_A
611,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,agent_C
612,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,intern
613,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,New_graduate_recruitment
614,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,No,New_graduate_recruitment
615,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,New_graduate_recruitment
616,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,Yes,New_graduate_recruitment
617,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,No,New_graduate_recruitment
618,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,direct_recruting
619,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_B
620,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,No,agent_A
621,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,No,intern
622,Non-Travel,Sales,Marketing,Male,Sales Executive,Single,Yes,agent_B
623,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Single,Yes,agent_C
624,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,New_graduate_recruitment
625,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,agent_A
626,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,New_graduate_recruitment
627,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,New_graduate_recruitment
628,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,agent_C
629,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
630,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
631,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,New_graduate_recruitment
632,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,intern
633,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,No,New_graduate_recruitment
634,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,agent_B
635,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
636,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,New_graduate_recruitment
637,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,agent_B
638,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,intern
639,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,No,New_graduate_recruitment
640,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,New_graduate_recruitment
641,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,New_graduate_recruitment
642,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,New_graduate_recruitment
643,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,New_graduate_recruitment
644,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,agent_C
645,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,intern
646,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,New_graduate_recruitment
647,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
648,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,agent_C
649,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,agent_B
650,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,New_graduate_recruitment
651,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,New_graduate_recruitment
652,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,New_graduate_recruitment
653,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,agent_C
654,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
655,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,New_graduate_recruitment
656,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
657,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Yes,agent_A
658,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
659,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,agent_C
660,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,agent_B
661,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,agent_C
662,Travel_Rarely,Sales,Other,Male,Sales Representative,Single,Yes,agent_A
663,Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,No,New_graduate_recruitment
664,Travel_Rarely,Sales,Marketing,Female,Manager,Single,No,New_graduate_recruitment
665,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,New_graduate_recruitment
666,Non-Travel,Sales,Other,Male,Sales Executive,Married,No,intern
667,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
668,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,Yes,agent_C
669,Travel_Rarely,Sales,Medical,Male,Manager,Divorced,No,New_graduate_recruitment
670,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,agent_C
671,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
672,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,No,New_graduate_recruitment
673,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,No,New_graduate_recruitment
674,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,agent_A
675,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,agent_B
676,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,New_graduate_recruitment
677,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,No,New_graduate_recruitment
678,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,New_graduate_recruitment
679,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,intern
680,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,New_graduate_recruitment
681,Non-Travel,Research & Development,Other,Female,Healthcare Representative,Single,Yes,agent_C
682,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,New_graduate_recruitment
683,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,agent_B
684,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,New_graduate_recruitment
685,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,New_graduate_recruitment
686,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Yes,New_graduate_recruitment
687,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Married,No,New_graduate_recruitment
688,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,No,New_graduate_recruitment
689,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,New_graduate_recruitment
690,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,No,agent_C
691,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,New_graduate_recruitment
692,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,agent_B
693,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,Yes,New_graduate_recruitment
694,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,New_graduate_recruitment
695,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,New_graduate_recruitment
696,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
697,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,New_graduate_recruitment
698,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,No,agent_C
699,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,agent_A
700,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Yes,agent_B
701,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
702,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
703,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
704,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,New_graduate_recruitment
705,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,agent_A
706,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,agent_B
707,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,New_graduate_recruitment
708,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,agent_C
709,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
710,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,New_graduate_recruitment
711,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
712,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Yes,New_graduate_recruitment
713,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,agent_B
714,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,New_graduate_recruitment
715,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_C
716,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
717,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,New_graduate_recruitment
718,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,agent_A
719,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,New_graduate_recruitment
720,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,agent_A
721,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
722,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,New_graduate_recruitment
723,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,agent_C
724,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
725,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_B
726,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,agent_B
727,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,agent_B
728,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,No,New_graduate_recruitment
729,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,New_graduate_recruitment
730,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,direct_recruting
731,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
732,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,No,New_graduate_recruitment
733,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,No,agent_B
734,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,agent_A
735,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
736,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,No,direct_recruting
737,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,New_graduate_recruitment
738,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,agent_C
739,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,New_graduate_recruitment
740,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,No,New_graduate_recruitment
741,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,agent_B
742,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,New_graduate_recruitment
743,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,No,agent_C
744,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,New_graduate_recruitment
745,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,agent_C
746,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
747,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,No,direct_recruting
748,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
749,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,Yes,New_graduate_recruitment
750,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,Yes,New_graduate_recruitment
751,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,agent_C
752,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,agent_A
753,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,New_graduate_recruitment
754,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_A
755,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
756,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,No,New_graduate_recruitment
757,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,direct_recruting
758,Travel_Frequently,Research & Development,Life Sciences,Female,Research Director,Single,Yes,New_graduate_recruitment
759,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,New_graduate_recruitment
760,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_C
761,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,New_graduate_recruitment
762,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
763,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,Yes,agent_C
764,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,Yes,New_graduate_recruitment
765,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,No,New_graduate_recruitment
766,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,agent_A
767,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,agent_C
768,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Yes,agent_A
769,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,agent_C
770,Travel_Rarely,Research & Development,Medical,Female,Manager,Single,No,New_graduate_recruitment
771,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,Yes,intern
772,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,agent_C
773,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,New_graduate_recruitment
774,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,agent_C
775,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
776,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,No,New_graduate_recruitment
777,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
778,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
779,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
780,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,Yes,New_graduate_recruitment
781,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,New_graduate_recruitment
782,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,Yes,New_graduate_recruitment
783,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
784,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
785,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,agent_A
786,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
787,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
788,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,agent_C
789,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,agent_A
790,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,No,New_graduate_recruitment
791,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,intern
792,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,New_graduate_recruitment
793,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,No,New_graduate_recruitment
794,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,agent_A
795,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
796,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,agent_A
797,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,agent_B
798,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,New_graduate_recruitment
799,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,intern
800,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,No,intern
801,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,agent_B
802,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,New_graduate_recruitment
803,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,New_graduate_recruitment
804,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,agent_C
805,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
806,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
807,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
808,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,direct_recruting
809,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,agent_B
810,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,No,agent_B
811,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,New_graduate_recruitment
812,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,intern
813,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
814,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,New_graduate_recruitment
815,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,agent_A
816,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
817,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,intern
818,Travel_Rarely,Research & Development,Other,Male,Manager,Married,Yes,agent_A
819,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,intern
820,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,New_graduate_recruitment
821,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,No,New_graduate_recruitment
822,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,agent_C
823,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,agent_B
824,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,New_graduate_recruitment
825,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,No,New_graduate_recruitment
826,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,agent_A
827,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,intern
828,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,New_graduate_recruitment
829,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,agent_A
830,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,Yes,direct_recruting
831,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,New_graduate_recruitment
832,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,No,agent_C
833,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,New_graduate_recruitment
834,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,agent_A
835,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,intern
836,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,No,agent_A
837,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,No,New_graduate_recruitment
838,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
839,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,agent_B
840,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,New_graduate_recruitment
841,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,New_graduate_recruitment
842,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,direct_recruting
843,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Yes,agent_B
844,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,No,agent_C
845,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,intern
846,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,New_graduate_recruitment
847,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,agent_B
848,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,Yes,agent_B
849,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,agent_A
850,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,No,New_graduate_recruitment
851,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,agent_A
852,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,No,New_graduate_recruitment
853,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,New_graduate_recruitment
854,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,agent_A
855,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,New_graduate_recruitment
856,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,New_graduate_recruitment
857,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,No,agent_C
858,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,agent_B
859,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,intern
860,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,agent_B
861,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Single,Yes,agent_C
862,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,No,intern
863,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
864,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
865,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,agent_A
866,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
867,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,agent_B
868,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,New_graduate_recruitment
869,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,New_graduate_recruitment
870,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
871,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,New_graduate_recruitment
872,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,No,New_graduate_recruitment
873,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,New_graduate_recruitment
874,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
875,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,New_graduate_recruitment
876,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
877,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,agent_B
878,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,agent_B
879,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_C
880,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,New_graduate_recruitment
881,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,agent_B
882,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
883,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,intern
884,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,No,New_graduate_recruitment
885,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,Yes,New_graduate_recruitment
886,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,New_graduate_recruitment
887,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,New_graduate_recruitment
888,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
889,Travel_Frequently,Sales,Life Sciences,Male,Manager,Married,Yes,New_graduate_recruitment
890,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
891,Travel_Rarely,Sales,Marketing,Male,Manager,Divorced,No,intern
892,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,No,New_graduate_recruitment
893,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,No,New_graduate_recruitment
894,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,agent_C
895,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
896,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
897,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,agent_C
